market_id,condition_id,wallet,category,timestamp,timestamp_utc,side,outcome,outcome_index,asset_id,price,size_shares,notional_usdc,transaction_hash,source_file,source_row
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x1e8efeed2bbfe3c93643b0d960f8a5466f410cc4,Crypto,1784981047,2026-07-25T12:04:07+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.14,30.0,4.2,0x1417432a19c21622836c4f8acd4489f59bc92743319327c8c824a5124cebf422,trades_3029440_0.json,48
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x510f4963b66b1b18505faab74b0bb943d1dda43c,Crypto,1784981047,2026-07-25T12:04:07+00:00,SELL,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.14,30.0,4.2,0x1417432a19c21622836c4f8acd4489f59bc92743319327c8c824a5124cebf422,trades_3029440_0.json,49
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0xa3b8d4723cc2e848304945263ae0fe7e258b8359,Crypto,1784972641,2026-07-25T09:44:01+00:00,BUY,No,1,108663457396485825789306998137659084561349201649377958127574381186033559773294,0.95,30.0,28.5,0x5473591a4955e0260b1ea59fd16a61c2cbc374f859ef297d0d0dd33e5ecf4123,trades_3029440_0.json,50
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x510f4963b66b1b18505faab74b0bb943d1dda43c,Crypto,1784972641,2026-07-25T09:44:01+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.05,30.0,1.5,0x5473591a4955e0260b1ea59fd16a61c2cbc374f859ef297d0d0dd33e5ecf4123,trades_3029440_0.json,51
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0xa3b8d4723cc2e848304945263ae0fe7e258b8359,Crypto,1784972634,2026-07-25T09:43:54+00:00,BUY,No,1,108663457396485825789306998137659084561349201649377958127574381186033559773294,0.92,3.39,3.1188000000000002,0x80b6fba38efcd9f4fd5c305dcf71be0ae0e4d58109b2b43d355b3fad8aacdf20,trades_3029440_0.json,52
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0xc4567fe2a835b23f40db07f567ba0efbbdc98996,Crypto,1784972634,2026-07-25T09:43:54+00:00,SELL,No,1,108663457396485825789306998137659084561349201649377958127574381186033559773294,0.92,3.39,3.1188000000000002,0x80b6fba38efcd9f4fd5c305dcf71be0ae0e4d58109b2b43d355b3fad8aacdf20,trades_3029440_0.json,53
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x0a8fa7afcaf13e874269a3e44a9dfdbf5ec5a2cf,Crypto,1784972517,2026-07-25T09:41:57+00:00,BUY,No,1,108663457396485825789306998137659084561349201649377958127574381186033559773294,0.92,73.09,67.2428,0xeebcc745aa12ec719595c5f393907791fb7eec1e11cff8d9b2d078e19d54e3f0,trades_3029440_0.json,54
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0xc4567fe2a835b23f40db07f567ba0efbbdc98996,Crypto,1784972517,2026-07-25T09:41:57+00:00,SELL,No,1,108663457396485825789306998137659084561349201649377958127574381186033559773294,0.92,73.09,67.2428,0xeebcc745aa12ec719595c5f393907791fb7eec1e11cff8d9b2d078e19d54e3f0,trades_3029440_0.json,55
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0x0a8fa7afcaf13e874269a3e44a9dfdbf5ec5a2cf,Crypto,1784972506,2026-07-25T09:41:46+00:00,BUY,No,1,108663457396485825789306998137659084561349201649377958127574381186033559773294,0.91,100.0,91.0,0x2dcb1de2040b9cfa1e7aacc0a11f600e065f133720154dee08178394a95ca7bd,trades_3029440_0.json,56
3029440,0x13178ce83741883342e46ba645bc6bd8417633ce4c22bfbbe40b4070672c86be,0xd2617031c8b5623ade5b28079d83982abf6bb663,Crypto,1784972506,2026-07-25T09:41:46+00:00,BUY,Yes,0,78423296503963723739064283312890026953778459701557886376608171970985684969246,0.09,100.0,9.0,0x2dcb1de2040b9cfa1e7aacc0a11f600e065f133720154dee08178394a95ca7bd,trades_3029440_0.json,57
